CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
330	361	6	0.8888	28.031
180	407	6	0.9278	-30.047
387	812	6	0.7892	-26.014
170	387	6	0.8046	-50.014
479	505	6	0.8522	26.018
212	442	6	0.9359	2.016
384	825	6	0.8817	13.073
87	105	6	0.9135	6.046
105	326	6	0.9209	-6.045
809	962	6	0.8823	1.072
461	534	6	0.8868	-30.957
87	771	6	0.8884	30.045
105	793	6	0.949	24.000
180	442	6	0.9303	28.031
174	326	6	0.9296	-2.013
414	771	6	0.904	54.047
815	830	6	0.8718	14.016
180	461	6	0.9343	54.047
87	693	6	0.9203	54.046
105	693	6	0.9441	48.000
414	693	6	0.9035	78.048
434	442	6	0.9569	-12.000
180	830	6	0.9348	12.000
154	414	6	0.8787	-56.064
198	366	7	0.8876	2.017
198	935	7	0.7893	30.048
366	935	7	0.8076	28.031
200	366	7	0.8986	-2.014
90	366	7	0.861	-26.015
90	198	7	0.8981	-28.033
200	935	7	0.8007	26.017
198	200	7	0.8485	4.032
90	935	7	0.7853	2.016
90	200	7	0.8331	-24.001
73	499	8	0.9027	-12.036
348	758	8	0.8586	30.010
348	499	8	0.8973	59.964
262	626	8	0.9003	12.000
155	189	8	0.8276	21.985
108	262	8	0.9668	30.047
458	499	8	0.9138	3.958
499	521	8	0.9023	-1.979
108	877	8	0.9219	-67.987
189	357	8	0.8538	-30.934
872	876	8	0.8904	-495.329
262	548	8	0.9576	-24.000
872	877	8	0.9414	-28.030
73	348	8	0.9294	-72.000
877	947	8	0.9188	2.016
348	521	8	0.9243	57.985
173	262	8	0.9608	28.031
108	348	8	0.9312	-43.969
108	521	8	0.9725	14.016
155	507	8	0.8422	445.313
173	947	8	0.9009	-67.987
108	458	8	0.9025	12.036
262	590	8	0.8936	-78.046
499	689	8	0.9014	26.016
458	689	8	0.8745	29.974
173	626	8	0.8924	40.032
499	900	8	0.8924	28.032
73	590	8	0.9002	-76.031
73	521	8	0.9744	-14.015
73	108	8	0.9937	-28.031
108	590	8	0.9071	-48.000
73	458	8	0.9001	-15.995
73	548	8	0.9733	-21.984
73	262	8	0.9699	2.016
872	947	8	0.9296	-26.014
173	521	8	0.9653	12.000
256	876	8	0.8835	449.330
173	548	8	0.9712	4.031
521	548	8	0.9578	-7.969
73	872	8	0.9282	-67.988
108	548	8	0.9646	6.047
431	872	8	0.808	244.241
262	499	8	0.9164	-14.052
348	548	8	0.9593	50.016
262	458	8	0.9089	-18.010
173	499	8	0.8929	13.979
548	590	8	0.9222	-54.047
348	590	8	0.9281	-4.031
256	388	8	0.8252	-30.929
521	626	8	0.9018	28.031
548	626	8	0.8861	36.000
452	626	8	0.8475	-14.015
262	348	8	0.9233	-74.016
458	521	8	0.8963	1.979
173	348	8	0.9402	-45.984
348	458	8	0.8928	56.005
458	548	8	0.8977	-5.990
173	590	8	0.9217	-50.015
256	507	8	0.8382	-50.018
758	860	8	0.8497	-2.015
189	895	8	0.7957	392.398
507	876	8	0.788	499.348
155	256	8	0.9741	495.331
590	758	8	0.8542	34.041
388	895	8	0.797	-50.018
155	373	8	0.9379	-495.327
458	900	8	0.8698	31.990
108	173	8	0.9808	2.016
499	548	8	0.9016	-9.948
189	256	8	0.8479	473.345
521	590	8	0.9081	-62.016
631	758	8	0.9053	-26.016
631	860	8	0.8242	-28.031
189	565	8	0.8576	-126.046
689	900	8	0.8553	2.016
108	499	8	0.9043	15.995
262	521	8	0.963	-16.031
73	173	8	0.9813	-26.016
155	388	8	0.8165	464.402
62	643	11	0.8233	-204.090
542	835	11	0.9317	-45.058
62	542	11	0.7523	-226.168
544	950	11	0.9144	-45.057
835	950	11	0.8847	113.084
542	544	11	0.88	113.084
375	643	11	0.8983	-159.032
375	950	11	0.8571	-113.084
375	835	11	0.816	-226.168
62	375	11	0.8761	-45.057
62	544	11	0.7901	-113.084
206	662	12	0.7028	-151.586
216	503	12	0.7618	-260.158
439	905	12	0.7336	172.083
209	503	12	0.7313	-130.060
202	845	12	0.8134	-224.116
206	237	12	0.8458	48.526
496	948	12	0.7715	87.033
216	905	12	0.7184	33.486
